"Iteration","C_D Monitor: C_D Monitor"
146.0,0.014325618670184042
147.0,0.014772501956341742
148.0,0.015095369032020006
149.0,0.01534497010904485
150.0,0.015535323282291789
151.0,0.015677914095830504
152.0,0.015818275968234808
153.0,0.015842705304011318
154.0,0.015719627897478335
155.0,0.015791807573150685
156.0,0.01593352449789192
157.0,0.016147439083920835
158.0,0.016396709205170425
159.0,0.01634719926546247
160.0,0.01608483041669377
161.0,0.01564973912069562
162.0,0.015049199555334453
163.0,0.01416306747393435
164.0,0.013411153316249026
165.0,0.012685207293763826
166.0,0.012185824080013011
167.0,0.01196674934725174
168.0,0.011945769668181009
169.0,0.012019419989136111
170.0,0.012195874773287133
171.0,0.012445020288107506
172.0,0.012747885275970783
173.0,0.013210256909560337
174.0,0.013679346161509471
175.0,0.014125080178176224
176.0,0.014546971878342536
177.0,0.014904373506105816
178.0,0.015218132879650726
179.0,0.015435721193942948
180.0,0.015635958740192944
181.0,0.015810091066260756
182.0,0.015871741955384565
183.0,0.01589197683386047
184.0,0.0158760918580196
185.0,0.0159115605374625
186.0,0.015858569479983733
187.0,0.01610278740286079
188.0,0.01638637427028366
189.0,0.016389417779906695
190.0,0.01645798619283248
191.0,0.016534420459528104
192.0,0.016539741854848484
193.0,0.016085918585713517
194.0,0.015496743383560774
195.0,0.015026227124763583
196.0,0.014792718068342934
197.0,0.014493112691525714
198.0,0.014099217484727755
199.0,0.013474251578572533
200.0,0.01300628907199822
201.0,0.012755948267939304
202.0,0.01259116491624009
203.0,0.01248653512739603
204.0,0.012567575664705422
205.0,0.01271237176082098
206.0,0.012906994597842898
207.0,0.013154576347503525
208.0,0.013451066881330652
209.0,0.013755705189574575
210.0,0.014001021122493266
211.0,0.014205119377232633
212.0,0.014431141653821688
213.0,0.01455949723839289
214.0,0.014612583987082232
215.0,0.014723652965856551
216.0,0.01480149616420946
217.0,0.01495602362590283
218.0,0.015238787612149918
219.0,0.015423807019633484
220.0,0.015523095274473628
221.0,0.015754152360044352
222.0,0.01603572013543325
223.0,0.01613751597209299
224.0,0.01638310663436066
225.0,0.016466655129455967
226.0,0.016254367992492698
227.0,0.01581971930759566
228.0,0.015097803773907589
229.0,0.014180897609019546
230.0,0.013400010141248258
231.0,0.012669315540458609
232.0,0.012134853661745338
233.0,0.011914675678479623
234.0,0.011892994294534784
235.0,0.012030661135778489
236.0,0.012224175309466356
237.0,0.0125593340676047
238.0,0.012850578369994786
239.0,0.013202593739280935
240.0,0.013580512617547924
241.0,0.013989090817500995
242.0,0.014346951954232258
243.0,0.01467418926326569
244.0,0.0150492429285163
245.0,0.015375394060413904
246.0,0.015663351223122512
247.0,0.01595960611158633
248.0,0.016222995811855594
249.0,0.01647557368662772
250.0,0.016744716802045777
251.0,0.01675628592174868
252.0,0.016799266422361913
253.0,0.016811488107654336
254.0,0.016549737386204574
255.0,0.016178481455751466
256.0,0.015869885647820343
257.0,0.015565381582275979
258.0,0.015289489666205868
259.0,0.014893083085712798
260.0,0.01434827561256449
261.0,0.013717383539158506
262.0,0.013235794152196164
263.0,0.012906340491634142
264.0,0.012780127346321373
265.0,0.012745539215189582
266.0,0.012755934928991932
267.0,0.012938474179784769
268.0,0.013134400215428199
269.0,0.013301174459583063
270.0,0.01347342831286083
271.0,0.013754080726740319
272.0,0.014011335290903305
273.0,0.01422436505691516
274.0,0.014466901836740521
275.0,0.014768685037825201
276.0,0.015028773570165762
277.0,0.015425291839493722
278.0,0.015911177211475388
279.0,0.016353757756919562
280.0,0.016693348349382953
281.0,0.01709797115942223
282.0,0.017416495785243628
283.0,0.017641451072242173
284.0,0.0177332815907605
285.0,0.0176493146206035
286.0,0.017385232074759706
287.0,0.016933303903649433
288.0,0.016315751594500386
289.0,0.015703713851508462
290.0,0.015079489641965886
291.0,0.014522392866819703
292.0,0.013807005947249018
293.0,0.013284201686282183
294.0,0.012971571883892698
295.0,0.012960914488682675
296.0,0.013237659430572321
297.0,0.013535245990064297
298.0,0.013758658758380187
299.0,0.013949572781671988
300.0,0.013927098726701566
301.0,0.013761000606027852
302.0,0.013568768936988747
303.0,0.01352029443101173
304.0,0.013544966564549342
305.0,0.013616708884588756
306.0,0.013695494622262926
307.0,0.013765387970403707
308.0,0.013796523632089646
309.0,0.013810069040417724
310.0,0.013779421957941209
311.0,0.013771609974855829
312.0,0.013812795025381689
313.0,0.013913692212727494
314.0,0.014101407787353689
315.0,0.014292836351288826
316.0,0.014441746920364117
317.0,0.014530429667237053
318.0,0.014870927532150658
319.0,0.015117969717553182
320.0,0.015282498025751576
321.0,0.015393908101714893
322.0,0.01544835605850344
323.0,0.015362594001433711
324.0,0.015046031632067247
325.0,0.014653377440535473
326.0,0.01416831188555977
327.0,0.013677887055280828
328.0,0.013416039961255396
329.0,0.013249303637798773
330.0,0.013054786430303257
331.0,0.013069796255887547
332.0,0.013356512793751654
333.0,0.013686486289816094
334.0,0.014086415797768901
335.0,0.014413216639545335
336.0,0.014718503967820408
337.0,0.014988503320842297
338.0,0.01522354304153125
339.0,0.015365003051938938
340.0,0.015271407896505388
341.0,0.015003010406102349
342.0,0.014748581805042264
343.0,0.0145788748988018
344.0,0.014456634174176886
345.0,0.014704867867023057
346.0,0.01494794597512255
347.0,0.015574904820928813
348.0,0.015828599880360984
349.0,0.01611459558410394
350.0,0.016627698451713607
351.0,0.016750617718781013
352.0,0.016734798517662228
353.0,0.016481707027387008
354.0,0.015956918427383348
355.0,0.01544966703034585
356.0,0.015089968308677582
357.0,0.014480693394529327
358.0,0.013528102810923145
359.0,0.013138900623181946
360.0,0.01297835525860504
361.0,0.013005108766481132
362.0,0.013069781786940954
363.0,0.013186170907239503
364.0,0.013360544513481905
365.0,0.013600471146629652
366.0,0.013761935552211817
367.0,0.013957787101358674
368.0,0.01422753715624428
369.0,0.014507817833085397
370.0,0.014751436864354907
371.0,0.014993995807567873
372.0,0.015187196290641148
373.0,0.01509494987800765
374.0,0.014688039346280303
375.0,0.014150439221755556
376.0,0.013755043265410969
377.0,0.013345276354842412
378.0,0.013074234150343547
379.0,0.01293877611953795
380.0,0.013064390452227067
381.0,0.013344943689827983
382.0,0.013691993001903146
383.0,0.014074647885998588
384.0,0.014491505652315132
385.0,0.014993487838997049
386.0,0.015292574908667644
387.0,0.015651587365924084
388.0,0.01579927348359842
389.0,0.01577052103657372
390.0,0.015590727329872142
391.0,0.015314166474463034
392.0,0.014891051830664524
393.0,0.01446639363627801
394.0,0.014103855619380408
395.0,0.013887498719006028
396.0,0.01385969216869901
397.0,0.013918596496360888
398.0,0.014028120865357156
399.0,0.014177741941188102
400.0,0.014322130108169523
401.0,0.014452610450585802
402.0,0.014595530721272771
403.0,0.014673424813902351
404.0,0.014764244258470496
405.0,0.014781579709643946
406.0,0.014779786700560604
407.0,0.014754829971212441
408.0,0.014710399122385264
409.0,0.014727852239599094
410.0,0.014711234528151915
411.0,0.01475488346095495
412.0,0.014899302595935159
413.0,0.015105497742168506
414.0,0.015422716105761684
415.0,0.015948097786896077
416.0,0.016187377534546646
417.0,0.016109836013593122
418.0,0.015758387983956332
419.0,0.015339811045135035
420.0,0.014529164479453353
421.0,0.013746664781323118
422.0,0.013297662534937542
423.0,0.01288255329316554
424.0,0.012634927620588777
425.0,0.012524025860542083
426.0,0.012661804228617644
427.0,0.012920180119791477
428.0,0.013221536218585536
429.0,0.013553764615381967
430.0,0.013925881811252726
431.0,0.014304861615112657
432.0,0.01469436282764472
433.0,0.015076795987162415
434.0,0.01545327449996679
435.0,0.015818196996660604
436.0,0.016095634795251057
437.0,0.01631227106260345
438.0,0.01641716855408294
439.0,0.016326952033199147
440.0,0.01612726988862317
441.0,0.015736112953566455
442.0,0.015301675088488382
443.0,0.014876902808946843
444.0,0.014497298585905174
445.0,0.01433695699635848
446.0,0.014202082645306261
447.0,0.01393643283847132
448.0,0.013479372805426638
449.0,0.013148634596152287
450.0,0.012921890666455105
451.0,0.012833941043684561
452.0,0.012821055802022445
453.0,0.012868605282292375
454.0,0.012952876006208496
455.0,0.013033546118390832
456.0,0.013142732690437527
457.0,0.01330925439719757
458.0,0.013533318704465587
459.0,0.013795833064591189
460.0,0.014040929563242972
461.0,0.014251629655488061
462.0,0.014549696880571054
463.0,0.014925617484999758
464.0,0.015219638847548025
465.0,0.015514303383793409
466.0,0.015888069049515292
467.0,0.016102232360636067
468.0,0.016107317475565
469.0,0.01627667259781971
470.0,0.016394637443071895
471.0,0.01622080439662068
472.0,0.015863726693573207
473.0,0.015290878387819846
474.0,0.01477049920134774
475.0,0.01438484476329933
476.0,0.013886521271281453
477.0,0.013144758713453608
478.0,0.012741506359725244
479.0,0.012435448298015147
480.0,0.012293631969558915
481.0,0.012296239162235961
482.0,0.012415482825036473
483.0,0.012659822370587688
484.0,0.01297280273256868
485.0,0.013262524403025895
486.0,0.013622060504064228
487.0,0.013984055728340935
488.0,0.014322258278162173
489.0,0.014651765970829862
490.0,0.014960971361189436
491.0,0.015310911182755824
492.0,0.015564109793031272
493.0,0.015803182154996726
494.0,0.016113889351594315
495.0,0.01626591284337204
496.0,0.016506800238291295
497.0,0.01676503593553187
498.0,0.01688523302333761
499.0,0.01710085300920671
500.0,0.017042305247669687
501.0,0.017184337636054866
502.0,0.017318842656083088
503.0,0.016871124943681096
504.0,0.015974290739012312
505.0,0.014996167853756117
506.0,0.014336985316735138
507.0,0.013714882204367992
508.0,0.013038997531966067
509.0,0.012468984465200582
510.0,0.012126350060433982
511.0,0.012028940806097357
512.0,0.01212183279458805
513.0,0.012376783567131667
514.0,0.012630837727508011
515.0,0.012917952874025718
516.0,0.013229420761928068
517.0,0.013622502264105572
518.0,0.013998706586347776
519.0,0.014296892868423129
520.0,0.01457095666129663
521.0,0.014868355471437996
522.0,0.015069555439337853
523.0,0.015211523985603013
524.0,0.015367652589179928
525.0,0.015517314338802062
526.0,0.01563323290190428
527.0,0.015825284644965146
528.0,0.016073288613913713
529.0,0.0162707508839512
530.0,0.016611623910433273
531.0,0.016834762814243596
532.0,0.016940840997426238
533.0,0.017068055563004753
534.0,0.017043666884100892
535.0,0.01679229061588694
536.0,0.01617862253500426
537.0,0.015426305496150986
538.0,0.014872633940036423
539.0,0.014296868700611672
540.0,0.013638257135721988
541.0,0.013072352181947642
542.0,0.01267970914240575
543.0,0.012471638306618007
544.0,0.012455805807684565
545.0,0.012545744506156083
546.0,0.012599121796148735
547.0,0.012689903553591864
548.0,0.012948635739342892
549.0,0.013313247089988524
550.0,0.013689795637942108
551.0,0.014123896216417062
552.0,0.014630606742934222
553.0,0.015177388629226927
554.0,0.0157259896498417
555.0,0.016141870328258933
556.0,0.016458474226653995
557.0,0.01688818738300112
558.0,0.017219726270424184
559.0,0.01728571772575383
560.0,0.017340443132228798
561.0,0.017159026457228804
562.0,0.016677535617513863
563.0,0.01594692379939132
564.0,0.015193215218331493
565.0,0.014696675099238336
566.0,0.01456386410665489
567.0,0.014544324840605524
568.0,0.014503760044285524
569.0,0.014543092586561356
570.0,0.014402175548303277
571.0,0.014031449128494059
572.0,0.013610666509749259
573.0,0.013319952619709835
574.0,0.01313548632102714
575.0,0.01300043243694467
576.0,0.012946791515670446
577.0,0.012954930022964347
578.0,0.013025190727187443
579.0,0.013155735141850262
580.0,0.013357102616813166
581.0,0.013651632516091517
582.0,0.014043058564320903
583.0,0.014478476030967483
584.0,0.014857855103124325
585.0,0.015130761589610055
586.0,0.01526145870576953
587.0,0.015481672363335745
588.0,0.015705394401572127
589.0,0.015692363648028684
590.0,0.0155052607874995
591.0,0.015225941933401717
592.0,0.014897912271998794
593.0,0.014589169105815857
594.0,0.014363412082962419
595.0,0.014067037289511156
596.0,0.013658952836304162
597.0,0.01325750715966174
598.0,0.012909001295279127
599.0,0.012742146256671772
600.0,0.01265618401224479
601.0,0.012679945634784036
602.0,0.01280852266851416
603.0,0.013028736186736615
604.0,0.013365448509997319
605.0,0.013755443635854396
606.0,0.014158045287096415
607.0,0.014536263720070575
608.0,0.014839393006542688
609.0,0.015078303495083822
610.0,0.015396783836524647
611.0,0.01578815287981777
612.0,0.016075916579997407
613.0,0.016213725289312964
614.0,0.016352063324990916
615.0,0.01629769796744457
616.0,0.015902971984842897
617.0,0.01532812324808995
618.0,0.014708213865341331
619.0,0.014294555920088317
620.0,0.013730764997176502
621.0,0.012964353821820113
622.0,0.012682420653565446
623.0,0.012512867630677672
624.0,0.012483357103142153
625.0,0.012559617017624208
626.0,0.012709984313844331
627.0,0.012915266916956394
628.0,0.013100981919624999
629.0,0.01327453343297476
630.0,0.013532833847367942
631.0,0.013797932681271696
632.0,0.013989801793903264
633.0,0.014230654997834782
634.0,0.014528151142674806
635.0,0.014774409758820856
636.0,0.014993754792737839
637.0,0.015380124930123805
638.0,0.015774110175405025
639.0,0.015818069119810402
640.0,0.016012192038219915
641.0,0.016250419135868662
642.0,0.016415235606951697
643.0,0.016247333126255415
644.0,0.015814078874540696
645.0,0.015247200930693797
646.0,0.014692420773608038
647.0,0.014290157714309313
648.0,0.013764711090721412
649.0,0.013044660301886193
650.0,0.01267290360251278
651.0,0.012395941260934707
652.0,0.012296873651036665
653.0,0.012323938016355574
654.0,0.012550396175369335
655.0,0.0127985065519107
656.0,0.013095266664524735
657.0,0.013442130503602575
658.0,0.013798912321497363
659.0,0.014185121416465224
660.0,0.014634620211356744
661.0,0.01503728287536792
662.0,0.0154371767810417
663.0,0.015887414551396795
664.0,0.016216989979247733
665.0,0.016497839668956186
666.0,0.016656894833579163
667.0,0.01677663696417696
668.0,0.016766812422926523
669.0,0.016442789492328223
670.0,0.016070935104171243
671.0,0.015532275676853655
672.0,0.015079559499080564
673.0,0.014808194333476188
674.0,0.014598510352513555
675.0,0.014507790138110477
676.0,0.01446466737918215
677.0,0.014318291551370665
678.0,0.013817825865549953
679.0,0.013371253813165833
680.0,0.013150062563634919
681.0,0.012967086480240671
682.0,0.012867104776435628
683.0,0.012828774713924091
684.0,0.01282964141417032
685.0,0.012945932597450175
686.0,0.013051917077141598
687.0,0.013394904523835674
688.0,0.013740504997797765
689.0,0.014067821598142403
690.0,0.014453373268033089
691.0,0.014882553033802311
692.0,0.015235874777633584
693.0,0.015455948526815581
694.0,0.01568021843192871
695.0,0.015886279062743376
696.0,0.01592463208122044
697.0,0.015837625856484978
698.0,0.01555561809993727
699.0,0.015122706932411422
700.0,0.01487301051910764
701.0,0.014767041800645421
702.0,0.01478125827827558
703.0,0.015015351740697588
704.0,0.015120773813788846
705.0,0.015061824921371425
706.0,0.014941372949449727
707.0,0.014537111064038797
708.0,0.014088481424110559
709.0,0.013591268337420394
710.0,0.01330180113033528
711.0,0.013063174347201749
712.0,0.013004560801450491
713.0,0.01305538596401837
714.0,0.01313483487919355
715.0,0.013236630622021416
716.0,0.01348644586437334
717.0,0.013731924804719116
718.0,0.013988778824515668
719.0,0.014369376100459047
720.0,0.01478933470513729
721.0,0.015145670892368485
722.0,0.015393875771392668
723.0,0.015616106768181932
724.0,0.01561074340641306
725.0,0.01531414286106478
726.0,0.01488297380205995
727.0,0.014434708611888957
728.0,0.014103826614076087
729.0,0.013910389612945035
730.0,0.013901965561948051
731.0,0.014060734780106696
732.0,0.014661799986858966
733.0,0.014971338613478975
734.0,0.015434726331276839
735.0,0.01574703851191305
736.0,0.0158749271833793
737.0,0.015812466841949136
738.0,0.015556060391667823
739.0,0.015070533379106037
740.0,0.01450387399806069
741.0,0.013894333631983436
742.0,0.01346621829901497
743.0,0.013108875053
744.0,0.012936145022955434
745.0,0.012896083862275181
746.0,0.01299151555968877
747.0,0.01332409592538249
748.0,0.013621366763022131
749.0,0.01396271235256834
750.0,0.014255728715234511
751.0,0.014691396481218299
752.0,0.01507118764755334
753.0,0.015369279748903767
754.0,0.015424749858763576
755.0,0.015418906247249863
756.0,0.015367268269564605
757.0,0.015231152533313827
758.0,0.015027382189519134
759.0,0.01480529601070445
760.0,0.014615599084474778
761.0,0.01458717492043143
762.0,0.01488470909319773
763.0,0.01508513627626863
764.0,0.015295820261390168
765.0,0.015632718408096817
766.0,0.0158630969732234
767.0,0.015952383844178096
768.0,0.01575784432660148
769.0,0.015472376609160902
770.0,0.014983050051747902
771.0,0.014141454109263242
772.0,0.01369286390880866
773.0,0.013389925356394813
774.0,0.01328123536816078
775.0,0.013260251838237052
776.0,0.013387842119153717
777.0,0.013638122159901773
778.0,0.013861232788696767
779.0,0.013983312430921522
780.0,0.01398857972948229
781.0,0.013976516359804184
782.0,0.013945722472785183
783.0,0.01394045145356328
784.0,0.013966448176228871
785.0,0.01427093000779921
786.0,0.014572731228043437
787.0,0.014744381591239924
788.0,0.01517437183172546
789.0,0.015356684862518082
790.0,0.015620621104553334
791.0,0.01587440616235324
792.0,0.01608632245255318
793.0,0.016043681241347803
794.0,0.015750049490699396
795.0,0.015300716594889862
796.0,0.014764228588838153
797.0,0.014395000734743786
798.0,0.013909661158280247
799.0,0.013267980398576643
800.0,0.012965047795034053
801.0,0.012743667585862728
802.0,0.01261614375520667
803.0,0.012680128317865979
804.0,0.012840522974999774
805.0,0.013108773521123588
806.0,0.013229138490460965
807.0,0.013588343706428758
808.0,0.013781092546103792
809.0,0.014051086833594236
810.0,0.014328691430251032
811.0,0.014560504689297161
812.0,0.01488253822426456
813.0,0.01512831144506057
814.0,0.015169383021034467
815.0,0.014981314625982766
816.0,0.014706903691709558
817.0,0.0144509391770561
818.0,0.01425757201817596
819.0,0.014223317850196801
820.0,0.014408707680007514
821.0,0.01466441268562174
822.0,0.014954659888010863
823.0,0.015224562075034342
824.0,0.01522882097580531
825.0,0.015032746670660957
826.0,0.014839015688722933
827.0,0.01448190600981232
828.0,0.013792284501198689
829.0,0.013451525808646825
830.0,0.013183986255417238
831.0,0.013054656824536196
832.0,0.013030399573661419
833.0,0.013116613308987323
834.0,0.013394322343138804
835.0,0.013663550709467103
836.0,0.01379989076573769
837.0,0.014065766102725134
838.0,0.014392481587534011
839.0,0.014670282113622264
840.0,0.015010116237702487
841.0,0.01543424573274747
842.0,0.015586178016424984
843.0,0.015471071505326055
844.0,0.01519975585686515
845.0,0.014783291916969121
846.0,0.014424552450257973
847.0,0.014195662471003782
848.0,0.014092163323407852
849.0,0.014165545472620914
850.0,0.014452688429672903
851.0,0.014869730590395772
852.0,0.015387650593220767
853.0,0.015596990161477533
854.0,0.015554078959246962
855.0,0.01533258534741566
856.0,0.015035517013869073
857.0,0.014485882260949866
858.0,0.013868880597422513
859.0,0.013457492767874935
860.0,0.013117042640086717
861.0,0.012926530588482508
862.0,0.012927735549345865
863.0,0.013094003970015557
864.0,0.013350343214072465
865.0,0.013603048133284478
866.0,0.013810940227671794
867.0,0.013989124573494242
868.0,0.014186184529157868
869.0,0.014322976028745158
870.0,0.014333744452552089
871.0,0.01424859921204816
872.0,0.01398733336165212
873.0,0.013770928333914257
874.0,0.01365579061286014
875.0,0.013731260616637181
876.0,0.013912154784044733
877.0,0.014132879886019079
878.0,0.014386716910004229
879.0,0.014694622027275398
880.0,0.01502763684709945
881.0,0.015331098800893587
882.0,0.01564108701564514
883.0,0.01588733271351646
884.0,0.016144264452892652
885.0,0.016196990524627773
886.0,0.01600588368365253
887.0,0.01566569144685525
888.0,0.01518007251498131
889.0,0.014634252977262254
890.0,0.013928509855618405
891.0,0.013402305628109484
892.0,0.013120204866391667
893.0,0.013037998177889011
894.0,0.013124200226159998
895.0,0.013211060017745095
896.0,0.013232088814104422
897.0,0.013129757624047769
898.0,0.012969368506936767
899.0,0.012953742035290917
900.0,0.013079411463386575
901.0,0.013302183074212265
902.0,0.013583174344497559
903.0,0.013954880005468276
904.0,0.01440868052864199
905.0,0.014832741535003111
906.0,0.015117553559642977
907.0,0.015352477431877513
908.0,0.015489114282315421
909.0,0.015555612136366472
910.0,0.01541984746256109
911.0,0.01515271007066747
912.0,0.014779787650050991
913.0,0.014336620455477397
914.0,0.014033274331647153
915.0,0.013836734982443566
916.0,0.013757485912469756
917.0,0.013752022210528786
918.0,0.013972502182275944
919.0,0.01410089460285492
920.0,0.014360178217496227
921.0,0.01485906046740251
922.0,0.015184921784228318
923.0,0.015318503212568182
924.0,0.015499958862442813
925.0,0.015551928980694803
926.0,0.015323475112673656
927.0,0.014885259717071164
928.0,0.014295389969466842
929.0,0.01375668508675777
930.0,0.012982305697750121
931.0,0.012579429506388969
932.0,0.012293342506477506
933.0,0.012165836888361934
934.0,0.012219634632371475
935.0,0.012393468210165674
936.0,0.012667301096882173
937.0,0.013042664630330597
938.0,0.013457441600263341
939.0,0.013871300587241
940.0,0.014296799033126514
941.0,0.014662883866310313
942.0,0.015011416064991429
943.0,0.015364938003277087
944.0,0.015726670020001412
945.0,0.016019249583230904
946.0,0.01618250067275244
947.0,0.01626258058129245
948.0,0.016195297317174003
949.0,0.015915767075000146
950.0,0.015574216851121635
951.0,0.015169555853909592
952.0,0.01465779673434479
953.0,0.014213101784914974
954.0,0.013910264665080939
955.0,0.0136698721672572
956.0,0.01345105272985279
957.0,0.013126612144054872
958.0,0.012780962360068522
959.0,0.01257215288348251
960.0,0.012535232967028971
961.0,0.012685222531999937
962.0,0.012945935033661144
963.0,0.01332682348788211
964.0,0.01376636074344442
965.0,0.014159680375716183
966.0,0.014583368148067863
967.0,0.015050061269208066
968.0,0.015427537329299525
969.0,0.015657652821483188
970.0,0.01585789882972602
971.0,0.015882868456949625
972.0,0.01570969045658629
973.0,0.015360485613435466
974.0,0.015012655718430579
975.0,0.014616875080131538
976.0,0.013984276373762131
977.0,0.013361015193775675
978.0,0.012937655647317591
979.0,0.012824924672962541
980.0,0.012896716709564531
981.0,0.01305960297744116
982.0,0.013216638251261436
983.0,0.013640547294483395
984.0,0.01392201175949544
985.0,0.014170194944540217
986.0,0.014340153768562734
987.0,0.014804316712266246
988.0,0.01511163393300716
989.0,0.015304073642868506
990.0,0.015542626750661759
991.0,0.01571368776311234
992.0,0.015614667712898479
993.0,0.015400613479015883
994.0,0.015129163076596615
995.0,0.014905591512302124
996.0,0.014787323223943577
997.0,0.014806887747108697
998.0,0.014666456881540868
999.0,0.014528121622924467
1000.0,0.014325167313981386
